1	15.0654	0
2	14.9176	0.147719
3	14.9355	0.0871251
4	14.882	0.0815505
5	14.8832	0.0631804
6	14.929	0.068981
7	14.9392	0.059188
8	14.9067	0.0607046
9	14.8819	0.0590122
10	14.8768	0.0530299
11	14.899	0.0528765
12	14.9039	0.0485169
13	14.9347	0.0542368
14	14.9228	0.0516179
15	14.9473	0.0539546
16	14.9487	0.050488
17	14.954	0.0477225
18	14.946	0.0456911
19	14.9424	0.043375
20	14.9451	0.0412409
21	14.9419	0.0393601
22	14.9391	0.0376292
23	14.9334	0.0364065
24	14.9457	0.0369414
25	14.9573	0.0372825
26	14.966	0.0368782
27	14.9774	0.0372598
28	14.9797	0.0359767
29	14.975	0.0350289
30	14.9643	0.035478
31	14.9634	0.0343273
32	14.9573	0.0337857
33	14.9624	0.0331295
34	14.9506	0.0342168
35	14.9528	0.0332928
36	14.9569	0.0326202
37	14.9621	0.0321445
38	14.9621	0.0312872
39	14.9557	0.031131
40	14.9558	0.0303428
41	14.9591	0.0297764
42	14.9631	0.0293432
43	14.9609	0.028743
44	14.9602	0.02809
45	14.9647	0.0278317
46	14.9751	0.0291383
47	14.9703	0.0289165
48	14.9742	0.0285726
49	14.9662	0.0291083
50	14.9704	0.0288278
51	14.9697	0.0282665
52	14.9691	0.0277238
53	14.9675	0.0272395
54	14.9674	0.0267307
55	14.9629	0.0266256
56	14.9679	0.0266234
57	14.9633	0.0265477
58	14.9603	0.0262607
59	14.9549	0.0263743
60	14.9594	0.0263141
61	14.9585	0.0258922
62	14.9644	0.0261397
63	14.9614	0.0258939
64	14.9631	0.0255425
65	14.9578	0.0257057
66	14.9609	0.0255046
67	14.9605	0.0251239
68	14.9607	0.0247521
69	14.9604	0.0243925
70	14.9638	0.0242894
71	14.9646	0.0239581
72	14.9689	0.0240027
73	14.9688	0.0236717
74	14.9728	0.0236798
75	14.9722	0.0233685
76	14.9727	0.023064
77	14.9747	0.0228453
78	14.9767	0.0226432
79	14.978	0.0223945
80	14.9787	0.0221234
81	14.9761	0.0220081
82	14.9773	0.021771
83	14.9768	0.0215129
84	14.9753	0.021307
85	14.9759	0.0210643
86	14.9759	0.0208179
87	14.9745	0.020622
88	14.9768	0.0205053
89	14.9752	0.0203357
90	14.9755	0.0201114
91	14.9779	0.0200322
92	14.9798	0.0199041
93	14.9796	0.0196898
94	14.9789	0.0194901
95	14.9766	0.0194318
96	14.9706	0.0201275
97	14.9722	0.0199863
98	14.9733	0.0198081
99	14.9737	0.0196116
100	14.9706	0.0196655
